SAMPID	SMTS
GTEX-WHPG-0826-SM-3NMBF	Heart
GTEX-WHPG-0926-SM-4M1XY	Blood Vessel
GTEX-WHPG-1026-SM-3NMBA	Heart
GTEX-WHPG-1126-SM-4M1XT	Esophagus
GTEX-WHPG-1226-SM-4M1ZI	Esophagus
GTEX-WHPG-1326-SM-4M1ZJ	Esophagus
GTEX-WHPG-1426-SM-3NMBB	Lung
GTEX-WHPG-1526-SM-4M1ZK	Adrenal Gland
GTEX-WHPG-1626-SM-4M1ZL	Colon
GTEX-WHPG-2126-SM-4M1ZM	Adipose Tissue
GTEX-WHPG-2226-SM-3NMBO	Muscle
GTEX-WHPG-2326-SM-3NMBP	Blood Vessel
GTEX-WHPG-2426-SM-3NMBQ	Nerve
GTEX-WHPG-2626-SM-3NMBR	Skin
GTEX-WHSB-0002-SM-4M1ZR	Blood
GTEX-WHSB-0004-SM-3G3RY	Blood
GTEX-WHSB-0004-SM-3G3SZ	Blood
GTEX-WHSB-0004-SM-3USQY	Blood
GTEX-WHSB-0004-SM-5URDE	Blood
GTEX-WHSB-0005-SM-3LK7C	Blood
GTEX-WHSB-0008-SM-4M1ZP	Skin
GTEX-WHSB-0226-SM-4M1XE	Blood Vessel
GTEX-WHSB-0326-SM-3LK6K	Lung
GTEX-WHSB-0326-SM-5FQSD	Lung
GTEX-WHSB-0326-SM-5GICB	Lung
GTEX-WHSB-0426-SM-4M1XI	Esophagus
GTEX-WHSB-0526-SM-4M1XM	Esophagus
GTEX-WHSB-0626-SM-4M1XP	Esophagus
GTEX-WHSB-0726-SM-4M1XQ	Pancreas
GTEX-WHSB-0926-SM-4M1XJ	Colon
GTEX-WHSB-1026-SM-4M1XN	Small Intestine
GTEX-WHSB-1226-SM-4M1XR	Stomach
GTEX-WHSB-1326-SM-3LK6W	Skin
GTEX-WHSB-1626-SM-3LK6J	Thyroid
GTEX-WHSB-1826-SM-3TW8M	Muscle
GTEX-WHSB-2026-SM-3LK6H	Nerve
GTEX-WHSB-2126-SM-4M1XF	Testis
GTEX-WHSB-2326-SM-4M1XK	Salivary Gland
GTEX-WHSE-0006-SM-3NMBW	Blood
GTEX-WHSE-0008-SM-4M1ZO	Skin
GTEX-WHSE-0011-R11A-SM-3P5YY	Brain
GTEX-WHSE-0011-R1A-SM-3P5ZK	Brain
GTEX-WHSE-0011-R2A-SM-3P5ZL	Brain
GTEX-WHSE-0011-R3A-SM-3P5ZM	Brain
GTEX-WHSE-0011-R4A-SM-3P5ZN	Brain
GTEX-WHSE-0011-R5A-SM-3P5ZO	Brain
GTEX-WHSE-0011-R6A-SM-3P5ZP	Brain
GTEX-WHSE-0011-R7A-SM-3P5YZ	Brain
GTEX-WHSE-0011-R8A-SM-3P5Z1	Brain
GTEX-WHSE-0126-SM-3NMBT	Skin
GTEX-WHSE-0426-SM-4M1XO	Testis
GTEX-WHSE-0526-SM-4SOJ6	Muscle
GTEX-WHSE-0526-SM-5GZZD	Muscle
GTEX-WHSE-0526-SM-5HL79	Muscle
GTEX-WHSE-0626-SM-4RGNF	Thyroid
GTEX-WHSE-0726-SM-4RTXA	Blood Vessel
GTEX-WHSE-0826-SM-4SOJU	Heart
GTEX-WHSE-0926-SM-3NMBS	Heart
GTEX-WHSE-1026-SM-57WAX	Nerve
GTEX-WHSE-1126-SM-3NMBU	Blood Vessel
GTEX-WHSE-1426-SM-4M1XG	Esophagus
GTEX-WHSE-1526-SM-4M1XH	Esophagus
GTEX-WHSE-1626-SM-4M1XL	Esophagus
GTEX-WHSE-1726-SM-3PYKB	Lung
GTEX-WHSE-1726-SM-3PZ7X	Lung
GTEX-WHSE-1726-SM-4X61H	Lung
GTEX-WHSE-1726-SM-7DRPJ	Lung
GTEX-WHSE-2926-SM-3NMBG	Brain
GTEX-WHSE-3026-SM-3P5ZH	Brain
GTEX-WHSE-3126-SM-3P5ZI	Pituitary
GTEX-WHWD-0002-SM-3G3SY	Blood
GTEX-WHWD-0002-SM-3G3TZ	Blood
GTEX-WHWD-0002-SM-4X61F	Blood
GTEX-WHWD-0002-SM-5SOEC	Blood
GTEX-WHWD-0003-SM-4M1ZS	Blood
GTEX-WHWD-0005-SM-3LK7D	Blood
GTEX-WHWD-0008-SM-4OOSU	Skin
GTEX-WHWD-0126-SM-4OORS	Spleen
GTEX-WHWD-0226-SM-4OORT	Blood Vessel
GTEX-WHWD-0326-SM-3LK6L	Heart
GTEX-WHWD-0426-SM-3LK83	Heart
GTEX-WHWD-0526-SM-4OORW	Blood Vessel
GTEX-WHWD-0726-SM-4OORX	Pancreas
GTEX-WHWD-0826-SM-3LK6R	Adipose Tissue
GTEX-WHWD-0926-SM-4OORY	Esophagus
GTEX-WHWD-1026-SM-4OORZ	Esophagus
GTEX-WHWD-1226-SM-4OOS1	Colon
GTEX-WHWD-1426-SM-4OORU	Stomach
GTEX-WHWD-1526-SM-4OORV	Colon
GTEX-WHWD-1826-SM-3LK6I	Skin
GTEX-WHWD-2326-SM-3LK6Q	Nerve
GTEX-WHWD-2426-SM-3LK6S	Blood Vessel
GTEX-WI4N-0005-SM-3LK7E	Blood
GTEX-WI4N-0008-SM-4OOSV	Skin
GTEX-WI4N-0626-SM-3TW8Z	Heart
GTEX-WI4N-0726-SM-3TW93	Heart
GTEX-WI4N-0926-SM-3LK7K	Thyroid
GTEX-WI4N-1026-SM-3LK7N	Skin
GTEX-WI4N-1126-SM-3LK7Q	Adipose Tissue
GTEX-WI4N-1326-SM-3PYKI	Esophagus
GTEX-WI4N-1326-SM-3PZ7L	Esophagus
GTEX-WI4N-1326-SM-4X5ZN	Esophagus
GTEX-WI4N-1326-SM-7DRPR	Esophagus
GTEX-WI4N-1426-SM-3LK7H	Breast
GTEX-WI4N-1826-SM-4OOSF	Pancreas
GTEX-WI4N-2026-SM-4OOS7	Kidney
GTEX-WI4N-2226-SM-4OOS9	Colon
GTEX-WI4N-2426-SM-4OOSC	Uterus
GTEX-WI4N-2526-SM-4OOSE	Ovary
GTEX-WI4N-2726-SM-3LK7Y	Skin
GTEX-WK11-0002-SM-3PYKK	Blood
GTEX-WK11-0002-SM-3PZ7M	Blood
GTEX-WK11-0002-SM-4X5ZT	Blood
GTEX-WK11-0002-SM-5SOET	Blood
GTEX-WK11-0006-SM-3NB3J	Blood
GTEX-WK11-0008-SM-4OOSX	Skin
GTEX-WK11-0326-SM-4OOS6	Testis
GTEX-WK11-0526-SM-3NB3O	Lung
GTEX-WK11-0626-SM-3NMAV	Heart
GTEX-WK11-0926-SM-3NMAU	Thyroid
GTEX-WK11-1026-SM-4OOS8	Esophagus
GTEX-WK11-1126-SM-4OOSJ	Esophagus
GTEX-WK11-1326-SM-4OOSI	Liver
GTEX-WK11-2426-SM-3NMAA	Adipose Tissue
GTEX-WK11-2526-SM-3NM9Y	Muscle
GTEX-WK11-2626-SM-4OOSK	Prostate
GTEX-WK11-2726-SM-3NMAQ	Skin
GTEX-WL46-0002-SM-3PYK6	Blood
GTEX-WL46-0002-SM-3PZ7T	Blood
GTEX-WL46-0002-SM-4X61I	Blood
GTEX-WL46-0002-SM-5SOE8	Blood
GTEX-WL46-0006-SM-4OOS5	Blood
GTEX-WL46-0008-SM-4OOSW	Skin
GTEX-WL46-0011-R10A-SM-3MJFQ	Brain
GTEX-WL46-0011-R11A-SM-3MJFT	Brain
GTEX-WL46-0011-R1A-SM-3LK6M	Brain
GTEX-WL46-0011-R2A-SM-3LK6O	Brain
GTEX-WL46-0011-R3A-SM-3TW8E	Brain
GTEX-WL46-0011-R5A-SM-3LK6V	Brain
GTEX-WL46-0011-R6A-SM-3LK6X	Brain
GTEX-WL46-0011-R7A-SM-3LK7X	Brain
GTEX-WL46-0011-R9A-SM-3MJFP	Brain
GTEX-WL46-0126-SM-3TW8I	Thyroid
GTEX-WL46-0326-SM-3LK6Y	Adipose Tissue
GTEX-WL46-0426-SM-3TW8J	Nerve
GTEX-WL46-0526-SM-3LK7W	Blood Vessel
GTEX-WL46-0626-SM-3LK7R	Muscle
GTEX-WL46-0726-SM-3LK5Z	Heart
GTEX-WL46-0926-SM-3LK7T	Heart
GTEX-WL46-1226-SM-4OOS4	Esophagus
GTEX-WL46-2026-SM-3LK7U	Adipose Tissue
GTEX-WL46-2826-SM-3LK81	Brain
GTEX-WL46-2926-SM-3LK82	Brain
GTEX-WL46-3026-SM-3LK7Z	Pituitary
GTEX-WOFL-0003-SM-3PYKF	Blood
GTEX-WOFL-0003-SM-3PZ7H	Blood
GTEX-WOFL-0003-SM-4SVQY	Blood
GTEX-WOFL-0003-SM-6WBS3	Blood
GTEX-WOFL-0006-SM-3TW8K	Blood
GTEX-WOFL-0008-SM-4OOSZ	Skin
GTEX-WOFL-0126-SM-3MJG2	Skin
GTEX-WOFL-0626-SM-3MJG3	Muscle
GTEX-WOFL-0726-SM-3MJG4	Thyroid
GTEX-WOFL-0826-SM-3MJG1	Breast
GTEX-WOFL-1226-SM-4OOST	Heart
GTEX-WOFM-0001-SM-4OOT2	Blood
GTEX-WOFM-0003-SM-3PYK9	Blood
GTEX-WOFM-0003-SM-3PZ7W	Blood
GTEX-WOFM-0003-SM-4X61U	Blood
GTEX-WOFM-0003-SM-5JK3H	Blood
GTEX-WOFM-0005-SM-3MJF3	Blood
GTEX-WOFM-0008-SM-4OOSY	Skin
GTEX-WOFM-0126-SM-3MJFE	Lung
GTEX-WOFM-0326-SM-4OOSL	Prostate
GTEX-WOFM-0426-SM-4OOSG	Esophagus
GTEX-WOFM-0526-SM-4OOS2	Esophagus
GTEX-WOFM-0626-SM-4OOS3	Esophagus
GTEX-WOFM-0726-SM-3MJF8	Adipose Tissue
GTEX-WOFM-1126-SM-4OOSB	Testis
GTEX-WOFM-1326-SM-3MJFR	Muscle
GTEX-WOFM-1626-SM-3MJFX	Nerve
GTEX-WOFM-1726-SM-3MJFA	Blood Vessel
GTEX-WOFM-1926-SM-4OOSP	Colon
GTEX-WOFM-2026-SM-4OOSQ	Colon
GTEX-WOFM-2126-SM-4OOSR	Salivary Gland
GTEX-WQUQ-0002-SM-3PYK7	Blood
GTEX-WQUQ-0002-SM-3PZ78	Blood
GTEX-WQUQ-0002-SM-4X62H	Blood
GTEX-WQUQ-0002-SM-6WBSD	Blood
GTEX-WQUQ-0006-SM-3MJF4	Blood
GTEX-WQUQ-0008-SM-4OOT1	Skin
GTEX-WQUQ-0126-SM-4OOSS	Adrenal Gland
GTEX-WQUQ-0426-SM-3MJFU	Skin
GTEX-WQUQ-1326-SM-3MJFF	Heart
GTEX-WQUQ-1426-SM-3MJFD	Heart
GTEX-WQUQ-1526-SM-4OOSM	Blood Vessel
GTEX-WQUQ-1626-SM-4OOSH	Esophagus
GTEX-WQUQ-1826-SM-4OOSD	Esophagus
GTEX-WQUQ-1926-SM-4OOSA	Liver
GTEX-WQUQ-2126-SM-4OOSO	Pancreas
GTEX-WQUQ-2426-SM-4MVNW	Small Intestine
GTEX-WQUQ-2526-SM-4MVNO	Colon
GTEX-WQUQ-2626-SM-4MVNP	Colon
GTEX-WRHK-0001-SM-4WWDD	Blood
GTEX-WRHK-0003-SM-3PYK4	Blood
GTEX-WRHK-0003-SM-3PZ7S	Blood
GTEX-WRHK-0003-SM-4X61X	Blood
GTEX-WRHK-0003-SM-6WBUL	Blood
GTEX-WRHK-0005-SM-3MJF5	Blood
GTEX-WRHK-0008-SM-4MVPA	Skin
GTEX-WRHK-0226-SM-4MVOH	Pancreas
GTEX-WRHK-0426-SM-4MVOG	Esophagus
GTEX-WRHK-0526-SM-4MVOF	Esophagus
GTEX-WRHK-0626-SM-4MVOE	Stomach
GTEX-WRHK-0826-SM-3MJFG	Adipose Tissue
GTEX-WRHK-1026-SM-4MVOD	Small Intestine
GTEX-WRHK-1126-SM-4MVOJ	Colon
GTEX-WRHK-1426-SM-3MJF9	Skin
GTEX-WRHK-1626-SM-3MJFH	Muscle
GTEX-WRHK-1726-SM-3MJFK	Blood Vessel
GTEX-WRHU-0003-SM-3PYKC	Blood
GTEX-WRHU-0003-SM-3PZ7D	Blood
GTEX-WRHU-0003-SM-4X5ZS	Blood
GTEX-WRHU-0006-SM-3MJF6	Blood
GTEX-WRHU-0008-SM-4MVPB	Skin
GTEX-WRHU-0226-SM-3MJFV	Lung
GTEX-WRHU-0326-SM-3MJFY	Breast
GTEX-WRHU-0626-SM-3MJFI	Nerve
GTEX-WRHU-0726-SM-3MJFL	Blood Vessel
GTEX-WRHU-0826-SM-3MJFN	Muscle
GTEX-WRHU-0926-SM-4E3IG	Thyroid
GTEX-WRHU-1026-SM-4E3ID	Heart
GTEX-WRHU-1126-SM-4E3I1	Blood Vessel
GTEX-WRHU-1226-SM-4E3IJ	Heart
GTEX-WRHU-1326-SM-4E3K7	Blood Vessel
GTEX-WRHU-2826-SM-3MJG8	Skin
GTEX-WRHU-2926-SM-4MVNQ	Vagina
GTEX-WVJS-0008-SM-4MVPC	Skin
GTEX-WVJS-0126-SM-4MVOT	Skin
GTEX-WVJS-0226-SM-4MVOU	Adipose Tissue
GTEX-WVJS-0826-SM-4MVNR	Lung
GTEX-WVJS-2726-SM-4MVNU	Testis
GTEX-WVLH-0001-SM-3PYKY	Blood
GTEX-WVLH-0001-SM-3PZ7K	Blood
GTEX-WVLH-0001-SM-4X624	Blood
GTEX-WVLH-0001-SM-5SOE6	Blood
GTEX-WVLH-0006-SM-3MJF7	Blood
GTEX-WVLH-0008-SM-4MVPD	Skin
GTEX-WVLH-0011-R10A-SM-3MJFM	Brain
GTEX-WVLH-0011-R11A-SM-3MJFO	Brain
GTEX-WVLH-0011-R1A-SM-4MVOK	Brain
GTEX-WVLH-0011-R2A-SM-3MJFJ	Brain
GTEX-WVLH-0011-R4A-SM-3MJFS	Brain
GTEX-WVLH-0011-R5A-SM-3MJFW	Brain
GTEX-WVLH-0011-R6A-SM-3MJFZ	Brain
GTEX-WVLH-0011-R7A-SM-3MJFB	Brain
GTEX-WVLH-0011-R8A-SM-3MJFC	Brain
GTEX-WVLH-0226-SM-3MJG6	Adipose Tissue
GTEX-WVLH-0626-SM-3MJG7	Thyroid
GTEX-WVLH-1426-SM-4MVNX	Esophagus
GTEX-WVLH-1526-SM-4MVOC	Esophagus
GTEX-WVLH-2626-SM-4MVNV	Testis
GTEX-WVLH-2926-SM-3MJG5	Brain
GTEX-WVLH-3026-SM-3MJG9	Brain
GTEX-WVLH-3126-SM-3MJGA	Pituitary
GTEX-WWTW-0002-SM-4MVNH	Blood
GTEX-WWTW-0008-SM-4MVPE	Skin
GTEX-WWTW-0626-SM-4MVNS	Muscle
GTEX-WWTW-1326-SM-4MVNT	Adipose Tissue
GTEX-WWYW-0004-SM-3PYKH	Blood
GTEX-WWYW-0004-SM-3PZ7I	Blood
GTEX-WWYW-0004-SM-3USR5	Blood
GTEX-WWYW-0004-SM-5URDN	Blood
GTEX-WWYW-0005-SM-3NB3K	Blood
GTEX-WWYW-0008-SM-4MVPF	Skin
GTEX-WWYW-0011-R10A-SM-3NB35	Brain
GTEX-WWYW-0011-R11A-SM-3NB38	Brain
GTEX-WWYW-0011-R1A-SM-3TW8G	Brain
GTEX-WWYW-0011-R5A-SM-3NB3E	Brain
GTEX-WWYW-0011-R6A-SM-3NB3G	Brain
GTEX-WWYW-0011-R7A-SM-3NB3H	Brain
GTEX-WWYW-0011-R8A-SM-3NB3S	Brain
GTEX-WWYW-0426-SM-3NB31	Blood Vessel
GTEX-WWYW-0526-SM-3NB2W	Muscle
GTEX-WWYW-0826-SM-3NB2X	Thyroid
GTEX-WWYW-0926-SM-3NB2Z	Lung
GTEX-WWYW-1126-SM-3NB2Q	Heart
GTEX-WWYW-1326-SM-3NB2S	Heart
GTEX-WWYW-2726-SM-4MVOP	Ovary
GTEX-WWYW-2826-SM-4MVOQ	Uterus
GTEX-WWYW-3026-SM-3NB36	Brain
GTEX-WWYW-3126-SM-3NB39	Brain
GTEX-WWYW-3226-SM-3NB3B	Pituitary
GTEX-WXYG-0001-SM-3PYKG	Blood
GTEX-WXYG-0001-SM-3PZ82	Blood
GTEX-WXYG-0001-SM-4X625	Blood
GTEX-WXYG-0001-SM-5SOE5	Blood
GTEX-WXYG-0004-SM-4MVOS	Blood
GTEX-WXYG-0005-SM-3NB3M	Blood
GTEX-WXYG-0008-SM-4ONDU	Skin
GTEX-WXYG-0126-SM-4OND7	Spleen
GTEX-WXYG-0226-SM-3NB2Y	Thyroid
GTEX-WXYG-0826-SM-4ONC7	Pancreas
GTEX-WXYG-0926-SM-3NB2O	Adipose Tissue
GTEX-WXYG-1026-SM-4ONCD	Esophagus
GTEX-WXYG-1126-SM-4ONCH	Esophagus
GTEX-WXYG-1226-SM-4ONCJ	Esophagus
GTEX-WXYG-1326-SM-4ONCN	Uterus
GTEX-WXYG-1426-SM-4ONCK	Ovary
GTEX-WXYG-1626-SM-4ONCR	Stomach
GTEX-WXYG-1726-SM-4ONCU	Colon
GTEX-WXYG-2026-SM-4E3IY	Skin
GTEX-WXYG-2226-SM-4E3IM	Breast
GTEX-WXYG-2326-SM-4E3I6	Skin
GTEX-WXYG-2526-SM-3NB3F	Muscle
GTEX-WY7C-0002-SM-3PYKE	Blood
GTEX-WY7C-0002-SM-3PZ81	Blood
GTEX-WY7C-0002-SM-3USRD	Blood
GTEX-WY7C-0002-SM-5URBW	Blood
GTEX-WY7C-0004-SM-4ONDS	Blood
GTEX-WY7C-0006-SM-3NB3L	Blood
GTEX-WY7C-0008-SM-4ONDW	Skin
GTEX-WY7C-0126-SM-4ONCO	Spleen
GTEX-WY7C-0226-SM-3NB37	Thyroid
GTEX-WY7C-0326-SM-4OND5	Adrenal Gland
GTEX-WY7C-0426-SM-3NB3C	Lung
GTEX-WY7C-0526-SM-3NB3D	Heart
GTEX-WY7C-0626-SM-4ONCT	Blood Vessel
GTEX-WY7C-0726-SM-4ONCB	Liver
GTEX-WY7C-0826-SM-4ONCG	Esophagus
GTEX-WY7C-0926-SM-3NB34	Adipose Tissue
GTEX-WY7C-1026-SM-4OND3	Pancreas
GTEX-WY7C-1126-SM-3NB3A	Heart
GTEX-WY7C-1326-SM-4ONCX	Esophagus
GTEX-WY7C-1426-SM-4OND1	Salivary Gland
GTEX-WY7C-1526-SM-4OND2	Blood Vessel
GTEX-WY7C-1626-SM-4ONC8	Colon
GTEX-WY7C-1726-SM-4ONCC	Stomach
GTEX-WY7C-1826-SM-4ONCE	Small Intestine
GTEX-WY7C-1926-SM-4ONCI	Colon
GTEX-WY7C-2026-SM-4ONCM	Prostate
GTEX-WY7C-2126-SM-3NB2R	Skin
GTEX-WY7C-2226-SM-4ONCS	Testis
GTEX-WY7C-2326-SM-3NB2U	Skin
GTEX-WY7C-2426-SM-3NB2V	Adipose Tissue
GTEX-WY7C-2526-SM-3NB2N	Muscle
GTEX-WY7C-2626-SM-3NB2P	Nerve
GTEX-WY7C-2726-SM-3NB3P	Breast
GTEX-WY7C-2826-SM-3NB3Q	Blood Vessel
GTEX-WYBS-0005-SM-4ONDR	Blood
GTEX-WYBS-0008-SM-4ONDX	Skin
GTEX-WYBS-0126-SM-3PYKA	Skin
GTEX-WYBS-0126-SM-3PZ7C	Skin
GTEX-WYBS-0126-SM-4SVQC	Skin
GTEX-WYBS-0126-SM-7DRP7	Skin
GTEX-WYBS-0326-SM-3NM8S	Nerve
GTEX-WYBS-0426-SM-3NM9M	Blood Vessel
GTEX-WYBS-0626-SM-3NMAS	Skin
GTEX-WYBS-0926-SM-3NM94	Breast
GTEX-WYBS-1026-SM-4ONCY	Adipose Tissue
GTEX-WYBS-1126-SM-3NMAM	Lung
GTEX-WYBS-1226-SM-3NM9N	Heart
GTEX-WYBS-1626-SM-4ONCA	Esophagus
GTEX-WYBS-1926-SM-3NM8N	Thyroid
GTEX-WYBS-2426-SM-4ONDI	Ovary
GTEX-WYJK-0001-SM-3PYKX	Blood
GTEX-WYJK-0001-SM-3PZ7Z	Blood
GTEX-WYJK-0001-SM-3UZEW	Blood
GTEX-WYJK-0001-SM-5URBR	Blood
GTEX-WYJK-0005-SM-3NMA1	Blood
GTEX-WYJK-0008-SM-4ONDV	Skin
GTEX-WYJK-0126-SM-3NMAB	Skin
GTEX-WYJK-0326-SM-3NMA8	Nerve
GTEX-WYJK-0426-SM-3NM9G	Blood Vessel
GTEX-WYJK-0526-SM-3NM8Z	Skin
GTEX-WYJK-0626-SM-4ONCZ	Prostate
GTEX-WYJK-0726-SM-4ONC9	Spleen
GTEX-WYJK-0826-SM-3NM8Y	Lung
GTEX-WYJK-0926-SM-4ONCF	Blood Vessel
GTEX-WYJK-1026-SM-3NM8W	Heart
GTEX-WYJK-1126-SM-3NM9Z	Heart
GTEX-WYJK-1226-SM-4ONCP	Blood Vessel
GTEX-WYJK-1326-SM-3NB2T	Breast
GTEX-WYJK-1426-SM-3NM8V	Adipose Tissue
GTEX-WYJK-1526-SM-4ONCW	Small Intestine
GTEX-WYJK-1626-SM-3NM9J	Thyroid
GTEX-WYJK-1726-SM-3NM9U	Muscle
GTEX-WYJK-1826-SM-4ONDM	Testis
GTEX-WYJK-1926-SM-4ONDP	Esophagus
GTEX-WYJK-2026-SM-4ONDE	Esophagus
GTEX-WYJK-2126-SM-4ONDG	Esophagus
GTEX-WYJK-2226-SM-4ONDJ	Colon
GTEX-WYJK-2326-SM-4ONDN	Colon
GTEX-WYJK-2426-SM-4ONDQ	Pancreas
GTEX-WYJK-2526-SM-4ONDF	Stomach
GTEX-WYVS-0002-SM-3PYKP	Blood
GTEX-WYVS-0002-SM-3PZ7R	Blood
GTEX-WYVS-0002-SM-3USR9	Blood
GTEX-WYVS-0002-SM-5URCN	Blood
GTEX-WYVS-0004-SM-4ONDT	Blood
GTEX-WYVS-0006-SM-3NMA7	Blood
GTEX-WYVS-0008-SM-4ONDY	Skin
GTEX-WYVS-0126-SM-4ONDH	Spleen
GTEX-WYVS-0226-SM-4ONDK	Adrenal Gland
GTEX-WYVS-0326-SM-3NM9V	Thyroid
GTEX-WYVS-0426-SM-4ONDL	Blood Vessel
GTEX-WYVS-0526-SM-3NM9W	Lung
GTEX-WYVS-0626-SM-4SOJY	Adipose Tissue
GTEX-WYVS-0726-SM-4ONDO	Esophagus
GTEX-WYVS-0826-SM-4RTXB	Esophagus
GTEX-WYVS-0926-SM-4SOJV	Pancreas
GTEX-WYVS-1026-SM-4SOJW	Esophagus
GTEX-WYVS-1126-SM-4SOJX	Colon
GTEX-WYVS-1226-SM-4ONCL	Uterus
GTEX-WYVS-1326-SM-4ONCQ	Stomach
GTEX-WYVS-1426-SM-4ONCV	Vagina
GTEX-WYVS-1526-SM-4OND4	Ovary
GTEX-WYVS-1626-SM-3NM9R	Skin
GTEX-WYVS-1726-SM-3NMAY	Breast
GTEX-WYVS-1826-SM-4OND6	Colon
GTEX-WYVS-1926-SM-4PQZ2	Liver
GTEX-WYVS-1926-SM-4SOIC	Liver
GTEX-WYVS-2026-SM-4PQZ4	Salivary Gland
GTEX-WYVS-2026-SM-4RGNS	Salivary Gland
GTEX-WYVS-2126-SM-3NMA3	Skin
GTEX-WYVS-2326-SM-3NMAI	Muscle
GTEX-WYVS-2426-SM-3NMA9	Nerve
GTEX-WYVS-2526-SM-3NMAT	Blood Vessel
GTEX-WZTO-0001-SM-4PQZY	Blood
GTEX-WZTO-0002-SM-3PYL2	Blood
GTEX-WZTO-0002-SM-3PZ84	Blood
GTEX-WZTO-0002-SM-3USRF	Blood
GTEX-WZTO-0002-SM-5URDU	Blood
GTEX-WZTO-0006-SM-3NM9T	Blood
GTEX-WZTO-0008-SM-4PQZZ	Skin
GTEX-WZTO-0011-R10B-SM-4E3KB	Brain
GTEX-WZTO-0011-R11A-SM-4E3K9	Brain
GTEX-WZTO-0011-R1B-SM-3NMAR	Brain
GTEX-WZTO-0011-R3B-SM-3NMC6	Brain
GTEX-WZTO-0011-R4A-SM-3NMC7	Brain
GTEX-WZTO-0011-R5B-SM-3NMC5	Brain
GTEX-WZTO-0011-R6B-SM-4E3J6	Brain
GTEX-WZTO-0011-R7B-SM-4E3IS	Brain
GTEX-WZTO-0011-R8A-SM-4E3II	Brain
GTEX-WZTO-0126-SM-3NM95	Skin
GTEX-WZTO-0326-SM-4PQYZ	Testis
GTEX-WZTO-0426-SM-3NM99	Lung
GTEX-WZTO-0626-SM-4PQYY	Liver
GTEX-WZTO-0826-SM-3NM8Q	Muscle
GTEX-WZTO-0926-SM-4PQZ3	Prostate
GTEX-WZTO-1026-SM-3NM9P	Nerve
GTEX-WZTO-1126-SM-3NM93	Blood Vessel
GTEX-WZTO-1226-SM-3NMAZ	Heart
GTEX-WZTO-1326-SM-3NM8X	Heart
GTEX-WZTO-1526-SM-4PQYQ	Esophagus
GTEX-WZTO-1626-SM-4PQYR	Blood Vessel
GTEX-WZTO-1726-SM-4PQYV	Esophagus
GTEX-WZTO-2126-SM-4PQYW	Stomach
GTEX-WZTO-2826-SM-3NM8P	Brain
GTEX-WZTO-2926-SM-3NM9I	Brain
GTEX-WZTO-3026-SM-3NMA2	Pituitary
GTEX-X15G-0001-SM-4PQZV	Blood
GTEX-X15G-0002-SM-3PYKW	Blood
GTEX-X15G-0002-SM-3PZ7J	Blood
GTEX-X15G-0002-SM-3USR6	Blood
GTEX-X15G-0002-SM-7DRQ4	Blood
GTEX-X15G-0005-SM-3NMDA	Blood
GTEX-X15G-0008-SM-4PR2D	Skin
GTEX-X15G-0426-SM-4PQZ6	Heart
GTEX-X15G-0526-SM-3NMB7	Thyroid
GTEX-X15G-0726-SM-4PQZ5	Pancreas
GTEX-X15G-0826-SM-4PQZD	Esophagus
GTEX-X15G-0926-SM-4PQZE	Esophagus
GTEX-X15G-1026-SM-4PQZF	Esophagus
GTEX-X15G-1126-SM-4PQZG	Stomach
GTEX-X15G-1326-SM-4PQZJ	Colon
GTEX-X15G-1426-SM-4PQZK	Small Intestine
GTEX-X15G-1526-SM-4PQZM	Colon
GTEX-X15G-1626-SM-3NMB3	Breast
GTEX-X15G-1726-SM-4PQZN	Ovary
GTEX-X15G-1926-SM-4PQZQ	Vagina
GTEX-X15G-2126-SM-4PQZR	Salivary Gland
GTEX-X15G-2326-SM-4PQZS	Adipose Tissue
GTEX-X15G-2526-SM-4PQZT	Nerve
GTEX-X261-0002-SM-3PYKS	Blood
GTEX-X261-0002-SM-3PZ7E	Blood
GTEX-X261-0002-SM-3USR3	Blood
GTEX-X261-0002-SM-5URDP	Blood
GTEX-X261-0005-SM-4PQYX	Blood
GTEX-X261-0008-SM-4PR11	Skin
GTEX-X261-0011-R10B-SM-4E3JT	Brain
GTEX-X261-0011-R11A-SM-4E3JY	Brain
GTEX-X261-0011-R5A-SM-3NMB4	Brain
GTEX-X261-0011-R6B-SM-4E3J8	Brain
GTEX-X261-0011-R7A-SM-4E3JJ	Brain
GTEX-X261-0011-R8A-SM-4E3I5	Brain
GTEX-X261-0126-SM-3NMD6	Skin
GTEX-X261-0226-SM-3NMD2	Adipose Tissue
GTEX-X261-0326-SM-3NMD4	Muscle
GTEX-X261-0526-SM-4PQYS	Blood Vessel
GTEX-X261-0626-SM-3NMD9	Breast
GTEX-X261-0926-SM-3NMCY	Heart
GTEX-X261-1026-SM-3NMDL	Lung
GTEX-X261-1426-SM-4PQZ1	Heart
GTEX-X261-1726-SM-4PQYT	Liver
GTEX-X261-2326-SM-4PQYU	Testis
GTEX-X261-2426-SM-4PQZU	Salivary Gland
GTEX-X261-3126-SM-4PQZC	Brain
GTEX-X261-3226-SM-3NMC3	Pituitary
GTEX-X3Y1-0001-SM-4PQYP	Blood
GTEX-X3Y1-0002-SM-3PYKJ	Blood
GTEX-X3Y1-0002-SM-3PZ85	Blood
GTEX-X3Y1-0002-SM-3USRG	Blood
GTEX-X3Y1-0002-SM-5URCV	Blood
